slang,formal
nusuk,menusuk
dpotong,dipotong
helo,halo
ngmgin,mengomongkan
bilangg,bilang
gkhianati,mengkhianati
pljaran,pelajaran
mngikuti,mengikuti
klkuan,kelakuan
dibikin2,dibuat buat
nnt,nanti
cew,cewek
cow,cowok
kasiannn,kasihan
syekaliii,sekali
cieeeee,cie
sholihah,salihah
adeuh,aduh
halahh,alah
luu,lu
yuuks,ayo
judulnyaa,judulnya
ayoookkkkkk,ayo
artix,artinya
kepoin,mengepoi
keluarin,mengeluarkan
mbak2,mbak mbak
komentnya,komentarnya
omongin,mengomongkan
ngalirrrrr,mengalir
nmbah,menambah
terossss,terus
ngehujat,menghujat
dosaa,dosa
ngebela,membela
seindonesiyah,seluruh indonesia
seh,sih
mh,mah
px,punya
kslhn,kesalahan
skrngnya,sekarangnya
kalik,kali
bilangin,bilang
nyambungin,menyambungkan
nggali,menggali
cmpur,campur
nangiiiiis,menangis
nangiiis,menangis
ngomentarin,mengomentari
idupnya,hidupnya
ortunya,orang tuanya
bloghhh,goblok
dikata2in,diejek
ngehina,menghina
kebanggan,kebanggaan
mnjawab,menjawab
woooiiiiiiii,oi
dosaaaaaaaaaa,dosa
karmaaa,karma
woooiiiii,oi
ngkkkkkk,mengakak
makny,maknya
wdooohhh,waduh
kasihn,kasihan
lhirr,lahir
hujatann,hujatan
palgi,apalagi
wihhh,weh
kakakkk,kakak
bagusss,bagus
ngets,banget
penbelian,pembelian
cuaantik,cantik
sukakkk,suka
m,sama
cucokkk,cocok
lyt,lihat
expresi,ekspresi
ccok,cocok
helloo,halo
dripada,daripada
difotoin,difoto
psangan,pasangan
cakepp,cakap
ngiriii,mengiri
coxok,cocok
nihhh,nih
statusx,statusnya
cem,macam
lagiii,lagi
ammiiin,amin
haddeh,aduh
maaasss,mas
segerrrr,segar
kemn,kemana
suipit,sipit
sipiit,sipit
kedengeran,kedengaran
promil,program hamil
lancr,lancar
keputihn,keputihan
gratisss,gratis
kebayang,terbayang
bz,bisa
amiinn,amin
ammin,amin
mendapatkn,mendapatkan
lucuuuk,lucu
amaattt,amat
yaoloh,ya allah
ngerayain,merayakan
sotoy,sok tau
mmz,mas
bikinin,buatkan
bapeeeer,bawa perasaan
keliatannya,kelihatannya
siih,sih
hadeehh,aduh
pu,punya
suamiiiii,suami
krenn,keren
kebykan,kebanyakan
tingal,tinggal
pernikahn,pernikahan
ngtain,mengejek
macem,macam
bagusnyeee,bagusnya
hmpir,hampir
liatnyaaa,lihatnya
mbuh,enggak tau
waaa,wah
berbiiiiiihhh,barbie
canteek,cantik
teru,terus
nyatok,mencatok
nyampenya,sampainya
goncengin,boncengkan
dianterin,diantar
gebleg,geblek
anterin,antarkan
dianter,diantar
disupirin,disopiri
jidad,jidat
novembr,november
bedain,bedakan
genduut,gendut
ehhh,eh
bertatto,bertato
brrt,berarti
doong,dong
sblah,sebelah
tauuu,tau
tengaj,tengah
engk,enggak
apal,hafal
rupa2nya,rupa rupanya
tngh,tengah
mknya,makanya
prmpuan,perempuan
ketuker,tertukar
drimnanya,dari mananya
cntikan,cantikan
edaaaan,edan
bcnda,bercanda
uhhh,uh
bazengg,bajingan
haiii,hai
bosaan,bosan
gitu2,begitu begitu
kmana2,kemana mana
komentar2,komentar komentar
kenyataan2,kenyataan kenyataan
sukur2,syukur syukur
baek2,baik baik
berbeda2,berbeda beda
dibkatakan,dikatakan
doonk,dong
pengikuy,pengikut
ngmngin,mengomongkan
maksd,maksud
adkah,adakah
menbelah,membelah
mngira,mengira
bertolernsi,bertoleransi
tolernsi,toleransi
sbnarnya,sebenarnya
ingi,ingin
oalaaaa,walah
menjelekan,menjelekkan
hadeuuh,aduh
dikemanain,di kemanakan
bpknya,bapaknya
baca2,baca baca
komen2,komen komen
sebelum2nya,sebelum sebelumnya
kangennnn,kangen
gndakan,gandakan
kangeeeeeeeenya,kangennya
gaa,enggak
gantikn,menggantikan
tnang,tenang
amiiiiiiiiiiiiiiiiin,amin
kgeeeen,kangen
kangeenn,kangen
bangeeeet,banget
mti,mati
bngetttt,banget
kangeen,kangen
bgect,banget
kebaikany,kebaikannya
dssi,di sisi
kngenn,kangen
kangeeeeennn,kangen
lagii,lagi
dasyat,dahsyat
skalii,sekali
gg,enggak
dtinggl,ditinggal
terbaiiikkkkk,terbaik
murahhh,murah
pecahhg,pecah
kakakgh,kakak
terbaeeeek,terbaik
prempuan,perempuan
manteep,mantap
nggeh,iya
indonesiaaa,indonesia
inia,ini
maluu,malu
cobaaaa,coba
dehhh,deh
cepetan,cepatan
ntapsss,mantap
kamiiii,kami
qmu,kamu
sdkit2,sedikit sedikit
penyakitny,penyakitnya
laenny,lainnya
amiinnn,amin
scpatny,secepatnya
sampein,sampaikan
tuany,tuanya
doa2,doa doa
pjg,panjang
adeeek,adek
bca,baca
mataq,mataku
byangin,membayangkan
dposisi,di posisi
tanda2nya,tanda tandanya
dijwb,dijawab
tmn2nya,teman temannya
sayy,sayang
fto2,foto foto
dallam,dalam
tentanh,tentang
kejadianny,kejadiannya
klg,keluarga
msg2,masing masing
pgnnya,inginnya
meluk,memeluk
siiihhh,sih
caya,percaya
aduhhhhhhhhh,aduh
buseett,buset
mblo,jomblo
lucuuu,lucu
gagahx,gagahnya
miriiiip,mirip
kaliiii,kali
niru,meniru
bpkmu,bapakmu
sangt,sangat
baang,abang
gasih,enggak sih
yuu,ayo
yuuu,ayo
ngademin,mengademkan
looo,lo
yokk,ayo
gils,gila
weeeh,weh
suksea,sukses
sehh,sih
deket,dekat
dekt,dekat
genggg,geng
yawloh,ya allah
bhnya,bahannya
loo,lo
samaaaa,sama
abanggku,abangku
sayanggg,sayang
ciieeeeeee,cie
kokohh,kukuh
takuttt,takut
pnjual,penjual
dung,dong
latian,latihan
aaaaaaakkk,ah
mauuuu,mau
tteh,embak
sintron,sinetron
astagaa,astaga
ancurrr,hancur
dblkang,di belakang
yayang,sayang
gokillllll,gila
aplks,aplikasi
ktawa,ketawa
baguuus,bagus
kaaan,kan
ngepoin,mengepoi
njirrr,anjir
pengeeenn,ingin
dongggg,dong
hatii,hati
besook,besok
mauu,mau
gtuu,begitu
njayyy,anjir
tokayyy,tai
mksdku,maksudku
gituin,begitukan
cba,coba
nh,nih
giniin,beginikan
ksini,kesini
kubarikan,kuberikan
ayank,sayang
anyeng,anjing
yankkk,sayang
cukurrr,cukur
gilaaaaaa,gila
yhaaa,ya
qaqaaaa,kakak
sayangkuuuuu,sayangku
kakakuuu,kakakku
banx,abang
edannn,edan
bape,bawa perasaan
ngelahirin,melahirkan
paksain,memaksa
biasaa,biasa
hubunggi,hubungi
loooh,lo
telimakacih,terima kasih
cantiiiik,cantik
didapet,didapat
tanya2,tanya tanya
pede,percaya diri
kuningggg,kuning
nyolot,menyolot
elahh,alah
bela2in,bela bela
marah2an,marahan
wlaupun,walaupun
syantiiiiikkkkkkkkkkkk,cantik
hijabb,hijab
kerrennn,keren
pan,kapan
mateeeek,mati
geetoo,begitu
sewain,menyewa
kokkk,kok
muluuu,melulu
yaaang,yang
iyaa,iya
gituu,begitu
yappp,iya
uwahhhhh,weh
bnr2,benar benar
psgn,pasangan
ujg,ujung
rmbut,rambut
hayukk,ayo
ntab,mantap
atuhhh,atuh
yukss,ayo
lihaatttt,lihat
niiiihh,nih
liattt,lihat
cuyyy,coy
liatiii,lihat
jombsss,jomblo
emesshhh,gemas
gemeessss,gemas
poollll,pol
gemesyak,gemas ya
bngttt,banget
ngegmesin,menggemaskan
hndak,hendak
hndk,hendak
iiih,ih
lutunaa,lucunya
abiz,habis
ngareppppp,mengharap
aamiinin,amin
imuutt,imut
abizzz,habis
tay,tai
toketnya,teteknya
tumpe2,tumpah tumpah
lenje,sok cantik
tuuuuh,itu
cantinya,cantiknya
macam2,macam macam
mbaknyaahh,mbaknya
pyudara,payudara
ditutupin,ditutupi
ngomongnya,mengomongnya
cantiik2,cantik cantik
srng,sering
ngilang,menghilang
dikatain,diejek
maluuu,malu
brisi,berisi
pkoknya,pokoknya
canti,cantik
astagfirullh,astagfirullah
nutupin,menutupi
ori,orisinal
dbwh,di bawah
bukti2,bukti bukti
senenggg,senang
murhan,murahan
prwtn,perawatan
wjh,wajah
bgettt,banget
mereka2,mereka mereka
pakke,pakai
ktergantungan,ketergantungan
prwatn,perawatan
ngebuktiin,membuktikan
hslnya,hasilnya
awal2,awal awal
setabil,stabil
gratiss,gratis
bbrpa,beberapa
ajaibb,ajaib
setujuuu,setuju
digituin,dibegitukan
ajarin,ajarkan
mrnghadapi,menghadapi
naka,nakal
sdkt,sedikit
besar2in,besar besarkan
bgmana,bagaimana
sinetrn,sinetron
mrusak,merusak
sebnyak,sebanyak
terburu2,terburu buru
baik2,baik baik
ngumpat2,mengumpat umpat
ngegampar,menggampar
ngelaporin,melaporkan
konsekwensi,konsekuensi
muliany,mulianya
mungki,mungkin
bacahalah,bacalah
dikerasin,dikerasi
gkkan,enggak akan
ngulangin,mengulangi
bedaa,beda
pnyaa,punya
bol3h,boleh
ketauan,ketahuan
dimarahin,dimarahi
nyelesain,menyelesaikan
kerasin,kerasi
kamu2,kamu kamu
cewer,jewer
bilanh,bilang
jwban,jawaban
nuduh,menuduh
rajin2,rajin rajin
bacaaaa,baca
kekk,kayak
jungkiir,jungkir
gunaa,guna
bales2in,membalas
orangg,orang
tauuuu,tau
kepad,kepada
bantuanny,bantuannya
ttinggi,tinggi
perna,pernah
grgr,gara gara
jari2,jari jari
pukulin,pukuli
bengkak2,bengkak bengkak
komentarin,komentari
bijak2,bijak bijak
lama2,lama lama
menurur,menurut
tipe2,tipe tipe
diliat,dilihat
liatlah,lihatlah
teguran2,teguran teguran
klas,kelas
grunya,gurunya
pndah,pindah
liat2,lihat lihat
masukin,memasukkan
dilindungin,dilindungi
kasiaannn,kasihan
miring2,miring miring
kaitannha,kaitannya
sud,sudah
rana,ranah
bhkn,bahkan
justeru,justru
kln,kalian
termuraaahhhh,termurah
brkunjun,berkunjung
suarranya,suaranya
bner2,benar benar
iu,itu
bgussss,bagus
ambilin,ambilkan
biasaaaa,biasa
luuuaar,luar
redho,rida
rezki,rezeki
kepd,kepada
luaarrr,luar
biasaaa,biasa
jadilh,jadilah
terhaaru,terharu
orrunya,orang tuanya
flm,film
adek2,adek adek
loncatt,loncat
hampasss,hempas
tehh,teh
bunga2,bunga bunga
apaaan,apaan
ampuuunn,ampun
daaah,dah
bangetttttt,banget
ituh,itu
cantiiikk,cantik
suaranyaaaaaa,suaranya
idoolaaa,idola
pulaa,pula
penyanyi2,penyanyi penyanyi
wiih,weh
apaa,apa
miriip,mirip
allaahh,allah
ajahhh,saja
dehat,sehat
salammmm,salam
hari2,hari hari
buruann,buruan
rekomendain,rekomendasikan
trussss,terus
bangt,banget
prawatan,perawatan
mkin,makin
dimao,dinamo
silahkn,silakan
kasiatnya,khasiatnya
minyak2an,minyak minyakan
suksess,sukses
prodak,produk
minpi,mimpi
mutihin,memutihkan
smster,semester
ucull,lucu
ngomong2,ngomong ngomong
syngnya,sayangnya
dipermainin,dipermainkan
kocakkk,kocak
dasarrr,dasar
waaaaw,wow
cannnnntikkkkkkk,cantik
mukax,mukanya
cantikx,cantiknya
fatanik,fanatik
protestin,protestan
kakau,kalau
marh,marah
emngnya,memangnya
cantiknyaa,cantiknya
darpada,daripada
cooooooocok,cocok
pkk,pakai
sling,saling
agamany,agamanya
bilng,bilang
prcy,percaya
lurusin,meluruskan
biri,biru
luco,lucu
ultha,ultah
batikk,batik
arab2,arab arab
baguss,bagus
sedihhh,sedih
naaaak,nak
astafirullah,astagfirullah
peragain,peragakan
shayyy,say
anjaayy,anjir
shay,say
ngilerrrr,mengiler
woyyy,oi
shaaaay,say
hempaass,hempas
sayyy,say
shayy,say
syantiek,cantik
njay,anjir
hehh,eh
cantik2,cantik cantik
kam,kamu
ingeet,ingat
amiiiiin,amin
jauhhh,jauh
waaahhh,wah
ajakin,ajak
mntn,mantan
ade,adek
luhhh,lu
yooookkk,ayo
jrnk,jarang
kayax,kayak
anjirr,anjir
mirippp,mirip
sangattt,sangat
mayann,lumayan
autuhh,enggak tau itu
atutt,takut
ketara,tertara
giniii,begini
mbaaass,mbak
bund,bunda
bangeeettt,banget
almh,almarhumah
temenkuuh,temanku
bngeeeetttt,banget
entr,entar
kyax,kayak
cuantikkk,cantik
kaaaaaaaaaakkkkkkkkkkk,kakak
kucingny,kucingnya
panggilanya,panggilannya
panggilany,panggilannya
kalw,kalau
tips2,tips tips
ngerrrriiii,ngeri
ngriii,mengiri
amatt,amat
kox,kok
cntikk,cantik
pkee,pakai
amiiiiinnn,amin
ssorg,seseorang
hdpn,hadapan
foto2,foto foto
mnambh,menambah
ktaatan,ketaatan
stju,setuju
cantikkkkkk,cantik
dilepas2,dilepas lepas
tehhh,teh
istiqomahhh,istikamah
prodaknya,produknya
imutt,imut
amu,kamu
nahh,nah
mauuuuuuu,mau
jilbb,jilbab
ngecek,mengecek
penasarn,penasaran
cuyy,coy
astauviruloh,astagfirullah
paaak,pak
diajarin,diajari
gawl,gaul
kecr,kece
iih,ih
laaaah,lah
aned,banget
gingsungny,gingsulnya
cariin,carikan
cuanti,cantik
mbanya,mbaknya
knlan,kenalan
mbaakk,mbak
nyusahhin,menyusahkan
byaran,bayaran
wlawpun,walaupun
sedangkn,sedangkan
bnggain,banggakan
nyusahin,menyusahkan
malu2in,memalukan
dibanggain,dibanggakan
wlau,walau
komenan,komentar
bangga2in,membangga banggakan
krya,karya
bilang2,bilang bilang
tinggall,tinggal
dripda,daripada
dibnggain,dibanggakan
karya2,karya karya
drimana,darimana
ngepake,memakai
gksalah,enggak salah
ngebiarin,membiarkan
bhas,bahas
laguny,lagunya
nyampah,menyampah
mba2,mbak mbak
tappi,tetapi
kalli,kali
pacara,pacaran
ngerebut2,merebut
lluu,lu
mbaa,mbak
ngerussak,merusak
bellain,bela
kallo,kalau
coment,komen
dewassa,dewasa
comnet,komen
pikir2,pikir pikir
kuyyy,ayo
kitaa,kita
sgtu'y,sebegitunya
tpii,tapi
penghrgaan,penghargaan
ajjh,saja
lbihh,lebih
baikk,baik
drii,dari
sendirinnya,sendirinya
stidaknya,setidaknya
may,mau
trbaikk,terbaik
punn,pun
mengikutii,mengikuti
atassan,atasan
klauu,kalau
jngnn,jangan
so,sok
sendirinyya,sendirinya
frestasiii,prestasi
mst,mesti
sibukx,sibuknya
katanyaa,katanya
lawaaaas,lawas
kocaaaak,kocak
adenya,adiknya
pkoknyaa,pokoknya
dsana,di sana
dua2nya,dua duanya
sichhhhhhhhhh,sih
nampak,menampak
tetehh,teteh
wooowww,wow
cobain,coba
muga,moga
kenalin,mengenalkan
janka,jangka
wawwwww,wow
waaaww,wow
waaawwww,wow
cobaaa,coba
kageet,kaget
bangettttttt,banget
oplas,operasi plastik
nambahh,bertambah
paripurnahh,paripurna
wanitah,wanita
indonesiaah,indonesia
cumn,cuman
gegra,gegara
brita,berita
fotbar,foto bareng
wajarrr,wajar
bingiittt,banget
cantik2nya,cantik cantiknya
mancungin,memancungkan
idung,hidung
kusem,kusam
drpada,daripada
kmar,kamar
diemm,diam
tnggu,tunggu
ketawain,mentertawakan
yaelahhh,alah
ampuun,ampun
ngelakuin,melakukan
gedeg,gedek
muka2,muka muka
eey,eh
kslahan,kesalahan
perhatiam,perhatian
mkir,memikir
apalai,apalagi
bkal,bakal
saat2,saat saat
nyadar,menyadari
bka,buka
berani2,berani berani
lucuuuuu,lucu
gemmeeezzz,gemas
sukam,suka
menghilangkn,menghilangkan
mnjdkan,menjadikan
soalx,soalnya
keche,kece
badaii,badai
btuh,butuh
ktanya,katanya
bebrp,beberapa
sblum,sebelum
santab,santap
salehah,salihah
subhannallah,subhanallah
konsul,konsultasi
pengalam,pengalaman
poko,pokok
trun,turun
kuninggg,kuning
pinkkkk,merah muda
warnany,warnanya
senangat,semangat
msknya,masaknya
kerennnn,keren
ciptain,ciptakan
bagussss,bagus
sayangkuh,sayangku
gans,ganteng
babget,banget
dihh,ih
jadu,jadi
ksyngn,kesayangan
haru,harus
narik,menarik
gokilll,gila
astagaaaa,astaga
hancuuuuuy,hancur
mattihhh,mati
beudd,banget
termiribkan,termiripkan
wenakk,enak
nganteng,ganteng
abanggg,abang
seksii,seksi
gtuh,begitu
jadii,jadi
emeezzz,gemas
amohhh,kamu
maau,mau
eyke,aku
gilakkkkk,gila
awk,awak
duhhhhh,duh
wowww,wow
liaatt,lihat
iniiiii,ini
aloh,allah
ngettt,banget
maso,masa
brubah,berubah
pelastik,plastik
keak,kayak
dengerin,dengarkan
pahamin,pahami
takuuuuut,takut
ahahahanjirrr,anjir
jogetin,berjoget
shaay,say
boker,berak
pacarnyaa,pacarnya
siapaa,siapa
matii,mati
ketawaa,ketawa
wanjiir,anjir
minta,meminta
bnran,benaran
uitnya,duitnya
beliiin,belikan
yaaah,ya
sekaeang,sekarang
tanyain,tanyakan
jatuhnyaa,jatuhnya
tipu2nya,tipu tipunya
doaang,doang
kaj,kakak
wahhhhhh,wah
iiiiiiiii,ih
kaliiiiiii,kali
melebihin,melebihi
gakpapa,enggak apa apa
kalogak,kalau enggak
kaaaaa,kakak
aamiinnn,amin
skluarga,sekeluarga
suaminga,suaminya
berhijap,berhijab
smgaa,semoga
istiqamah,istikamah
cuaaantikk,cantik
muraaaaah,murah
baraang,barang
aamiiin,amin
bets,banget
alhamdulillaaaaah,alhamdulillah
pengrusak,perusak
ngoceh,mengoceh
aduhhh,aduh
hpus,hapus
pjang,pajang
bdampingan,berdampingan
uih,weh
bgtuu,begitu
mff,maaf
ktwa,ketawa
jjur,jujur
semogaa,semoga
kepelesett,terpeleset
geeelaakk,gila
bolang,bocah petualang
pkek,pakai
lagihh,lagi
hedeuuhh,aduh
saltummmm,salah kostum
mboizzz,bois
suda,sudah
kayaq,kayak
ema,emak
dirumahny,di rumahnya
apus,hapus
siapayahh,siapa ya
kostom,kostum
gnii,begini
atuu,satu
pipinyaaa,pipinya
bungkuuuuuuuuusss,bungkus
iiiihhhhhj,ih
emeessss,gemas
pipine,pipinya
glembeeeer,gelambir
lucunaaa,lucunya
cubanget,lucu banget
pengenn,ingin
unyuuk,unyu
lucunyah,lucunya
mantaaap,mantap
keduaa,kedua
seterong,kuat
teyuss,terus
dimasukin,dimasuki
jelekin,menjelekkan
jahatin,menjahati
qo,kok
nyebutin,menyebutkan
ngertiin,mengerti
rasaiin,rasai
gakusah,enggak usah
disni,di sini
sabarrr,sabar
semangaatttt,semangat
nyalahin,menyalahkan
bedainnya,membedakannya
krus,kurus
elaaaahhhh,alah
cogan,cowok ganteng
tap8,tapi
pandanginya,memandanginya
kenaliiin,kenalkan
suko,suka
niih,nih
sihhhh,sih
segtu,sebegitu
ngebenci,membenci
bakar2in,bakar bakari
padhe,pakde
yya,iya
dosa2mu,dosa dosamu
maafin,maafkan
dalem2,dalam dalam
bahas2,bahas bahas
hianatin,khianati
halangin,halangi
iyuh,ih
iyuuuhhhh,ih
gaje,enggak jelas
adapin,menghadapi
ngehakimi,menghakimi
ngejuangin,memperjuangkan
dipojokin,dipojokkan
bacotin,bacot
berati,berarti
kebangetak,kebangetan
sadis2,sadis sadis
maksir,menaksir
hebatt,hebat
pndang,pandang
pmbelajaran,pembelajaran
ngejelek,menjelekkan
maslah,masalah
mmperbaiki,memperbaiki
kafeh,kafe
remang2,remang remang
iyuuhhh,ih
dipuja2,dipuja puja
ngrasain,merasakan
ityl,itil
marah2,marah marah
wenak,enak
hadeeehhh,aduh
gmanapun,bagaimanapun
taux,taunya
urat2nya,urat uratnya
ketarik,tertarik
ngorbanin,mengorbankan
eksprsi,ekspresi
gitulah,begitulah
mamas,mas
tua2,tua tua
badingkan,membandingkan
lanjutin,lanjutkan
brantem,berantem
belain,membela
lipetan,lipatan
bneraan,benaran
rmbuut,rambut
nt,nanti
walik,balik
oma2,oma oma
kellen,kalian
nyerocos,mencerocos
ibuk2,ibu ibu
ngomenin,mengomentari
iseng2,iseng iseng
sexi2,sexy sexy
hat,hati
jilbabnye,jilbabnya
ledkin,ledeki
digabtikan,digantikan
ngumung,mengomong
ilangin,hilangkan
prinadi,pribadi
yep,ya
palingann,palingan
berjinah,berzina
munaafikk,munafik
trganggu,terganggu
bhijab,berhijab
lepasin,melepas
smentara,sementara
ursan,urusan
sudab,sudah
dwsa,dewasa
rpt2,repot repot
romantiz,romantis
murmer,murah meriah
pensaran,penasaran
baru2,baru baru
yuukk,ayo
kitaaa,kita
lainnyaa,lainnya
penyebab2,penyebab penyebab
nyupir,menyopir
steess,stres
kwatir,kawatir
tengah2,tengah tengah
duetin,duet
mudaa,muda
silsturahmi,silaturahmi
dijkt,di jakarta
cums,cuma
undangan2,undangan undangan
past,pasti
ayukk,yuk
filmny,filmnya
nobar,menonton bareng
kemariin,kemarin
knpp,kenapa
lggi,lagi
gaprgi,enggak pergi
aaahh,ah
dtunggu,ditunggu
masa2,masa masa
kepikir,terpikir
seruuu,seru
emeshh,gemas
kaya,kayak
pacarn,pacaran
ktg,kita
pacaranya,pacarannya
mbaak,mbak
ngalah,mengalah
pacarane,pacarannya
rusakkk,rusak
mukae,mukanya
ultahe,ultahnya
kliatanya,kelihatannya
pcaranya,pacarannya
bermaksut,bermaksud
tampialannya,tampilannya
nikaah,nikah
pankapan,kapan kapan
ngumbar,mengumbar
dhpusin,dihapuskan
istiqomah,istikamah
mnutup,menutup
bngatt,banget
dii,di
ooh,oh
hapusin,hapuskan
lohhh,lo
sneng,senang
mutusin,memutuskan
ngapus,menghapus
awl,awal
bngkit,bangkit
mncoba,mencoba
wahhh,wah
mutuain,memutuskan
smw,semua
uuh,uh
ngirim,mengirim
sampis,sampah habis
ngebala,bala
hrusnya,harusnya
sabal,sabar
kauuuu,kau
sabaro,sabar
eehhh,eh
iiii,ih
kreative,kreatif
bangrt,banget
kuaaatt,kuat
bhet,banget
inggrisny,inggrisnya
dsna,disana
iyaap,iya
canyk,cantik
prodac,produk
nyesell,menyesal
ciyusss,serius
cyin,cinta
sexi,sexy
bangget,banget
bettt,banget
alaami,alami
banggett,banget
thnan,tahunan
cuantik,cantik
segerr,segar
wouww,wow
catokin,catok
ikut2an,ikut ikutan
comment2nya,komen komennya
teman2,teman teman
besar2an,besar besaran
knsul,konsultasi
brhasil,berhasil
kontak2,kontak kontak
dptnya,dapatnya
applikasi,aplikasi
bngeet,banget
ongkiir,ongkos kirim
ganteung,ganteng
bhgia,bahagia
lucuukk,lucu
keciil,kecil
yakinn,yakin
pentass,pentas
lucu2,lucu lucu
testinya,testimoninya
mengirusi,mengurusi
khdpn,kehidupan
ngelawan,melawan
bisax,bisanya
klmbutan,kelembutan
seburuk2,seburuk buruk
diingetin,diingatkan
akhlah,akhlak
elo2,lu lu
mandiin,memandikan
nguburin,menguburkan
ngebedain,membedakan
urusanny,urusannya
tuhanny,tuhannya
brtngkar,bertengkar
pndapat,pendapat
looh,lo
sharusnya,seharusnya
mngkannya,makanya
nyia2in,menyia nyiakan
mndpat,mendapat
kpuasan,kepuasan
sgampang,segampang
mlepaskan,melepaskan
trll,terlalu
sellow,santai
sbbrnya,sebenarnya
kasar2,kasar kasar
banyaak,banyak
bujukk,bujuk
benetaran,benaran
si,sih
kraya,karya
ngebantu,membantu
janjutin,lanjutkan
kepppoin,kepoi
recommendasi,rekomendasi
btulan,betulan
kha,kah
s,si
ithu,itu
botakin,botaki
gawul,gaul
modes,modis
kcantikan,kecantikan
bronis,berondong manis
bkln,bakalan
kecantikanga,kecantikannya
deeh,deh
zama,zaman
nmnya,namanya
tapo,tapi
gkk,enggak
petinggi2,petinggi petinggi
wota2,wota wota
indefendet,independen
tempat2,tempat tempat
yuuuukkk,yuk
dituutup,ditutup
smvk,sempak
knyataan,kenyataan
njrittt,anjir
selmt,selamat
taz,atas
klhran,kelahiran
pertma,pertama
kelahuran,kelahiran
pertamany,pertamanya
mamax,mamanya
ankx,anaknya
cantip,cantik
klahiran,kelahiran
mmbanggakan,membanggakan
ortuny,orang tuanya
selmat,selamat
bnda,bunda
nyah,nya
prtamax,pertamanya
moqa,moga
yq,yang
brbakti,berbakti
basodaraa,bersaudara
hargs,harga
perhatiin,perhatikan
bantuim,bantu
pelwak,pelawak
suces,sukses
sucses,sukses
garemin,garami
ngiringan,mengiringi
teruz,terus
kemarn,kemarin
recomendasinya,rekomendasinya
promoo,promo
ongkirr,ongkir
mskasih,terima kasih
batesin,batasi
bijin,bikin
ngeidealin,mengidealkan
gasalah,enggak salah
brsma,bersama
ugha,juga
semuaaa,semua
kartunin,dibuatkan kartun
abez,habis
duuhh,aduh
kpn2,kapan kapan
pans,fan
kuliyh,kuliah
orgny,orangnya
owalaah,walah
aslinyo,aslinya
alissnyaa,alisnya
komuk,muka
kalahnye,kalahnya
iyaaaa,iya
fakultass,fakultas
smrg,semarang
unyu2,unyu unyu
adekx,adiknya
azaab,azab
gksi,enggak sih
greged,gereget
alamiii,alami
ditayangin,ditayangkan
meranin,memerankan
nontonny,menontonnya
sista2,sister sister
agan2,agan agan
nanget,banget
ngeditnya,mengeditnya
himana,bagaimana
kekgini,kayak begini
